N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
1	36.36	36.36	38.2299989461899	26.2199997901917	21.0500001907349	Efra.gene1749_i1_length3021.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length3021.p1	17					
2	22.84	22.84	57.7600002288818	53.4699976444244	48.5100001096725	Efra.gene16498_i0_length912.p1	Efra.gene16498_i0_length912.p1		23					
3	18.41	18.41	69.8000013828278	66.8299973011017	52.9699981212616	Efra.gene24458_i0_length609.p1	Myophilin	i0_length609.p1	17					
4	16.33	20.46	22.7400004863739	10.7400000095367	9.54499989748001	Efra.gene813_i1_length4026.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length4026.p1	10					
5	13.82	13.82	52.3999989032745	42.8099989891052	28.7699997425079	Efra.gene17127_i0_length880.p1	Tropomyosin	i0_length880.p1	7					
6	12.4	12.4	61.6699993610382	31.1199992895126	27.6699990034103	Efra.gene14059_i2_length1041.p1	Actin, cytoskeletal (M)	i2_length1041.p1	9					
7	10	10	49.7299998998642	45.8999991416931	45.8999991416931	Efra.gene26710_i0_length552.p1	Profilin	i0_length552.p1	5					
8	8.1	8.1	49.3800014257431	40.0000005960464	40.0000005960464	Efra.gene30394_i1_length483.p1	Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Large fibroblast proteoglycan) (PG-M)	i1_length483.p1	4					
9	8	8	25.8100003004074	25.8100003004074	25.8100003004074	Efra.gene26421_i0_length561.p1	Globin C, coelomic	i0_length561.p1	6					
9	0	8	22.6400002837181	22.6400002837181	22.6400002837181	Efra.gene23511_i1_length639.p1	Globin-1 (Globin I)	i1_length639.p1	6					
10	7.89	7.89	48.7199991941452	48.7199991941452	48.7199991941452	Efra.gene42958_i0_length354.p1	Tenascin-R (TN-R) (Restrictin)	i0_length354.p1	5					
10	0	5.8	51.8199980258942	40.9099996089935	40.9099996089935	Efra.gene47379_i0_length333.p1	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain	4					
