N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
1	28.16	28.16	32.0800006389618	18.2699993252754	16.1899998784065	Efra.gene1749_i1_length3021.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length3021.p1	15					
2	24.05	24.05	76.2399971485138	74.7500002384186	74.7500002384186	Efra.gene24458_i0_length609.p1	Myophilin	i0_length609.p1	24					
3	21.3	21.3	37.3299986124039	36.3000005483627	36.3000005483627	Efra.gene17127_i0_length880.p1	Tropomyosin	i0_length880.p1	14					
4	17.8	17.8	44.6700006723404	38.620001077652	38.620001077652	Efra.gene14059_i2_length1041.p1	Actin, cytoskeletal (M)	i2_length1041.p1	10					
5	15.7	15.7	52.9699981212616	40.2500003576279	40.2500003576279	Efra.gene21131_i1_length711.p1	Cysteine and glycine-rich protein 3 (Cysteine-rich protein 3) (CRP3) (LIM domain protein, cardiac) (Muscle LIM protein)	i1_length711.p1	9					
6	15.27	15.27	51.8199980258942	35.3100001811981	35.3100001811981	Efra.gene16498_i0_length912.p1	Efra.gene16498_i0_length912.p1		13					
7	12.58	12.58	10.0199997425079	6.45499974489212	5.94599992036819	Efra.gene329_i3_length5301.p1	Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain] (Fragment)	Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain	7					
8	10	10	45.8999991416931	45.8999991416931	45.8999991416931	Efra.gene26710_i0_length552.p1	Profilin	i0_length552.p1	5					
9	9.07	11.09	16.4100006222725	6.93499967455864	6.04000017046928	Efra.gene813_i1_length4026.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length4026.p1	6					
10	8.95	8.95	27.649998664856	27.649998664856	27.649998664856	Efra.gene19022_i1_length795.p1	Fucolectin-4	i1_length795.p1	5					
10	0	8.95	30.5400013923645	30.5400013923645	30.5400013923645	Efra.gene18564_i2_length720.p1	Pentraxin fusion protein	i2_length720.p1	5					
10	0	6.92	32.1599990129471	25.9900003671646	25.9900003671646	Efra.gene18564_i1_length813.p1	Pentraxin fusion protein	i1_length813.p1	4					
11	7.29	7.29	13.740000128746	5.88800013065338	5.88800013065338	Efra.gene1853_i0_length2945.p1	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	i0_length2945.p1	4					
12	6.74	6.74	53.1899988651276	43.970000743866	34.0400010347366	Efra.gene34277_i0_length426.p1	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-)	i0_length426.p1	3					
13	6.05	6.05	31.1300009489059	31.1300009489059	31.1300009489059	Efra.gene50115_i0_length321.p1	Efra.gene50115_i0_length321.p1		4					
14	6	6	14.2599999904633	10.4999996721745	10.4999996721745	Efra.gene7751_i0_length1518.p1	Efra.gene7751_i0_length1518.p1		3					
15	6	6	25.6999999284744	25.6999999284744	25.6999999284744	Efra.gene27331_i1_length540.p1	Calmodulin (CaM)	i1_length540.p1	3					
15	0	4	34.5899999141693	22.5600004196167	22.5600004196167	Efra.gene37076_i0_length399.p1	Calmodulin (CaM)	i0_length399.p1	2					
15	0	4	30.6100010871887	30.6100010871887	30.6100010871887	Efra.gene22225_i4_length296.p1	Calmodulin (CaM)	i4_length296.p1	2					
15	0	4	22.0599994063377	22.0599994063377	22.0599994063377	Efra.gene22225_i2_length411.p1	Calmodulin (CaM)	i2_length411.p1	2					
16	5.55	5.55	28.2099992036819	28.2099992036819	28.2099992036819	Efra.gene43037_i0_length354.p1	Efra.gene43037_i0_length354.p1		4					
17	5.35	5.35	26.0399997234344	18.3400005102158	18.3400005102158	Efra.gene27122_i0_length543.p1	Globin C, coelomic	i0_length543.p1	3					
18	5.3	5.3	35.1500004529953	20.2999994158745	20.2999994158745	Efra.gene22328_i1_length673.p1	Calponin-3 (Calponin, acidic isoform)	i1_length673.p1	3					
19	5.24	17.23	31.9400012493134	23.2999995350838	23.2999995350838	Efra.gene12182_i0_length1149.p1	Actin, non-muscle 6.2	i0_length1149.p1	12					
19	0	15.77	28.5400003194809	19.2699998617172	19.2699998617172	Efra.gene10979_i0_length1233.p1	Actin, non-muscle 6.2	i0_length1233.p1	11					
19	0	10.04	40.9900009632111	28.6199986934662	28.6199986934662	Efra.gene14059_i0_length852.p1	Actin, cytoskeletal (M)	i0_length852.p1	8					
19	0	6.04	32.7699989080429	19.7699993848801	19.7699993848801	Efra.gene27610_i0_length534.p1	Actin, muscle (LPM) (Fragment)	i0_length534.p1	5					
20	4.46	4.46	16.9900000095367	11.1299999058247	6.64099976420403	Efra.gene7558_i0_length1539.p1	Elongation factor 1-alpha (EF-1-alpha)	i0_length1539.p1	2					
20	0	4.46	16.5199995040894	12.899999320507	7.69200026988983	Efra.gene9826_i0_length1326.p1	Elongation factor 1-alpha (EF-1-alpha)	i0_length1326.p1	2					
20	0	4.46	24.8600006103516	15.9199997782707	9.49700027704239	Efra.gene7558_i2_length1074.p1	Elongation factor 1-alpha (EF-1-alpha)	i2_length1074.p1	2					
21	4.01	4.01	19.7699993848801	7.73599967360497	7.73599967360497	Efra.gene13900_i0_length1047.p1	Efra.gene13900_i0_length1047.p1		2					
22	4.01	4.01	11.0500000417233	11.0500000417233	8.78200009465218	Efra.gene13656_i0_length1062.p1	Efra.gene13656_i0_length1062.p1		3					
23	4	15.79	42.969998717308	26.5300005674362	26.5300005674362	Efra.gene12442_i0_length1134.p1	Actin-1/2	i0_length1134.p1	12					
23	0	15.04	38.1000012159348	24.600000679493	24.600000679493	Efra.gene10979_i3_length1134.p1	Actin, non-muscle 6.2	i3_length1134.p1	9					
23	0	11.64	31.7499995231628	31.7499995231628	31.7499995231628	Efra.gene10979_i1_length633.p1	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Cleaved into: Actin, cytoplasmic 2, N-terminally processed	6					
23	0	9.64	30.1699995994568	21.0700005292892	21.0700005292892	Efra.gene14817_i1_length748.p1	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Cleaved into: Actin, cytoplasmic 2, N-terminally processed	5					
23	0	9.36	37.049999833107	21.6900005936623	21.6900005936623	Efra.gene14817_i2_length996.p1	Actin, non-muscle 6.2	i2_length996.p1	6					
23	0	6	32.600000500679	15.6700000166893	15.6700000166893	Efra.gene15592_i0_length957.p1	Actin, cytoplasmic [Cleaved into: Actin, cytoplasmic, intermediate form]	Cleaved into: Actin, cytoplasmic, intermediate form	4					
23	0	2	11.8400000035763	11.8400000035763	11.8400000035763	Efra.gene12442_i1_length459.p1	Actin (Fragment)	i1_length459.p1	1					
24	4	8.25	10.5400003492832	3.51499989628792	3.51499989628792	Efra.gene330_i0_length5295.p1	Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain] (Fragment)	Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain	5					
25	4	4	14.0000000596046	8.88900011777878	8.88900011777878	Efra.gene9478_i0_length1353.p1	Gelsolin-like protein 2 (Actin-modulator) (EWAM-P2)	i0_length1353.p1	3					
26	4	4	21.5200006961823	21.5200006961823	17.9399996995926	cont|0014|TRYP_PIG	Trypsin 9-231 [Sus scrofa (contaminant)]	Sus scrofa (contaminant)	2					
27	4	4	40.0000005960464	21.0500001907349	21.0500001907349	Efra.gene59690_i0_length288.p1	Cysteine-rich protein 1 (CRP-1)	i0_length288.p1	2					
28	4	4	26.8500000238419	26.8500000238419	26.8500000238419	Efra.gene49456_i1_length324.p1	Efra.gene49456_i1_length324.p1		2					
28	0	2	15.7100006937981	15.7100006937981	15.7100006937981	Efra.gene49456_i0_length210.p1	Efra.gene49456_i0_length210.p1		1					
29	3.86	3.86	39.8900002241135	8.74300003051758	8.74300003051758	Efra.gene26810_i2_length552.p1	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (Cyclosporin A-binding protein) (Rotamase)	i2_length552.p1	2					
29	0	1.47	34.2500001192093	3.86699996888638	3.86699996888638	Efra.gene26810_i1_length543.p1	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (Cyclosporin A-binding protein) (Rotamase)	i1_length543.p1	1					
30	3.66	3.66	19.2900002002716	11.4200003445148	11.4200003445148	Efra.gene19703_i0_length765.p1	LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50)	i0_length765.p1	2					
30	0	3.66	14.4899994134903	10.5099998414516	10.5099998414516	Efra.gene18178_i0_length831.p1	LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50)	i0_length831.p1	2					
31	2.94	2.94	25.8100003004074	13.9799997210503	13.9799997210503	Efra.gene26421_i0_length561.p1	Globin C, coelomic	i0_length561.p1	2					
31	0	2.94	22.6400002837181	12.2599996626377	12.2599996626377	Efra.gene23511_i1_length639.p1	Globin-1 (Globin I)	i1_length639.p1	2					
31	0	2	10.1899996399879	4.63000014424324	4.63000014424324	Efra.gene23068_i0_length651.p1	Globin C, coelomic	i0_length651.p1	1					
32	2.45	2.45	18.129999935627	10.8800001442432	7.25400000810623	Efra.gene20233_i3_length579.p1	C-type mannose receptor 2 (C-type lectin domain family 13 member E) (Endocytic receptor 180) (Macrophage mannose receptor 2) (Urokinase-type plasminogen activator receptor-associated protein) (UPAR-associated protein) (Urokinase receptor-associated protein) (CD antigen CD280)	i3_length579.p1	3					
32	0	2.45	15.2199998497963	15.2199998497963	12.1699996292591	Efra.gene20233_i2_length690.p1	Mannose-binding protein A (MBP-A) (28 kDa mannan-binding protein monomeric subunit) (pMBP-28) (Mannan-binding lectin A) (MBL-A) (Mannose-binding lectin A)	i2_length690.p1	3					
32	0	2.45	14.1100004315376	14.1100004315376	11.2899996340275	Efra.gene20233_i0_length744.p1	C-type mannose receptor 2 (C-type lectin domain family 13 member E) (Endocytic receptor 180) (Macrophage mannose receptor 2) (Urokinase-type plasminogen activator receptor-associated protein) (UPAR-associated protein) (Urokinase receptor-associated protein) (CD antigen CD280)	i0_length744.p1	3					
33	2.34	2.34	11.2199999392033	5.51000013947487	5.51000013947487	Efra.gene8230_i0_length1470.p1	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	i0_length1470.p1	2					
33	0	2.34	6.83500021696091	6.83500021696091	6.83500021696091	Efra.gene8230_i3_length1185.p1	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	i3_length1185.p1	2					
33	0	1.19	13.1600007414818	2.04700008034706	2.04700008034706	Efra.gene4246_i0_length2055.p1	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	i0_length2055.p1	1					
33	0	1.19	24.0899994969368	5.10899983346462	5.10899983346462	Efra.gene18398_i0_length822.p1	Heat shock 70 kDa protein cognate 4 (Heat shock 70 kDa protein 88E)	i0_length822.p1	1					
33	0	1.19	6.86099976301193	2.40100007504225	2.40100007504225	Efra.gene5821_i0_length1752.p1	Heat shock 70 kDa protein IV (HSP70 IV)	i0_length1752.p1	1					
34	2.06	2.06	14.8599997162819	14.8599997162819	14.8599997162819	Efra.gene99937_i0_length225.p1	Efra.gene99937_i0_length225.p1		4					
35	2	3.86	27.9799997806549	12.5	12.5	Efra.gene28977_i0_length507.p1	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (Cyclosporin A-binding protein) (Rotamase)	i0_length507.p1	2					
36	2	2	58.8199973106384	40.200001001358	16.6700005531311	Efra.gene29886_i0_length489.p1	Efra.gene29886_i0_length489.p1		3					
37	2	2	15.4799997806549	3.96800003945827	3.96800003945827	Efra.gene19992_i1_length756.p1	Deleted in malignant brain tumors 1 protein (Hensin)	i1_length756.p1	1					
37	0	2	13.5900005698204	4.85399998724461	4.85399998724461	Efra.gene19992_i0_length618.p1	Scavenger receptor cysteine-rich domain superfamily protein (ApSRCR1)	i0_length618.p1	1					
37	0	2	3.50899994373322	1.75400003790855	1.75400003790855	Efra.gene6007_i1_length1710.p1	Deleted in malignant brain tumors 1 protein (Hensin)	i1_length1710.p1	1					
