N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
1	21.6	21.6	59.5899999141693	47.2600013017654	42.8099989891052	Efra.gene17127_i0_length880.p1	Tropomyosin	i0_length880.p1	11					
2	17.68	17.68	44.2999988794327	32.1000009775162	32.1000009775162	Efra.gene12442_i0_length1134.p1	Actin-1/2	i0_length1134.p1	11					
3	17.23	17.23	67.330002784729	59.4099998474121	59.4099998474121	Efra.gene24458_i0_length609.p1	Myophilin	i0_length609.p1	12					
4	11.64	11.64	55.0800025463104	35.589998960495	35.589998960495	Efra.gene21131_i1_length711.p1	Cysteine and glycine-rich protein 3 (Cysteine-rich protein 3) (CRP3) (LIM domain protein, cardiac) (Muscle LIM protein)	i1_length711.p1	7					
5	10.84	10.84	44.5499986410141	33.0000013113022	29.0399998426437	Efra.gene16498_i0_length912.p1	Efra.gene16498_i0_length912.p1		7					
6	10.49	10.49	18.5399994254112	4.76199984550476	3.2880000770092	Efra.gene330_i0_length5295.p1	Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain] (Fragment)	Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain	5					
7	10.06	10.06	17.3800006508827	9.6330001950264	5.46200014650822	Efra.gene1749_i1_length3021.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length3021.p1	4					
8	8.13	8.13	19.0799996256828	11.0299997031689	11.0299997031689	Efra.gene10049_i0_length1308.p1	Efra.gene10049_i0_length1308.p1		4					
9	7.8	7.8	31.1300009489059	31.1300009489059	29.2499989271164	Efra.gene50115_i0_length321.p1	Efra.gene50115_i0_length321.p1		4					
10	6	6	43.7900006771088	18.3400005102158	18.3400005102158	Efra.gene27122_i0_length543.p1	Globin C, coelomic	i0_length543.p1	3					
11	6	6	60.7800006866455	60.7800006866455	54.9000024795532	Efra.gene29886_i0_length489.p1	Efra.gene29886_i0_length489.p1		4					
12	6	6	25.6999999284744	25.6999999284744	25.6999999284744	Efra.gene27331_i1_length540.p1	Calmodulin (CaM)	i1_length540.p1	3					
12	0	4	34.5899999141693	22.5600004196167	22.5600004196167	Efra.gene37076_i0_length399.p1	Calmodulin (CaM)	i0_length399.p1	2					
12	0	4	30.6100010871887	30.6100010871887	30.6100010871887	Efra.gene22225_i4_length296.p1	Calmodulin (CaM)	i4_length296.p1	2					
12	0	4	22.0599994063377	22.0599994063377	22.0599994063377	Efra.gene22225_i2_length411.p1	Calmodulin (CaM)	i2_length411.p1	2					
13	5.43	5.43	39.0100002288818	34.0400010347366	34.0400010347366	Efra.gene34277_i0_length426.p1	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-)	i0_length426.p1	3					
14	5.14	5.14	38.2600009441376	15.1500001549721	15.1500001549721	Efra.gene19022_i1_length795.p1	Fucolectin-4	i1_length795.p1	3					
14	0	5.14	30.5400013923645	16.7400002479553	16.7400002479553	Efra.gene18564_i2_length720.p1	Pentraxin fusion protein	i2_length720.p1	3					
14	0	5.14	25.9900003671646	17.620000243187	17.620000243187	Efra.gene18564_i1_length813.p1	Pentraxin fusion protein	i1_length813.p1	3					
14	0	4	51.0599970817566	30.8499991893768	30.8499991893768	Efra.gene19022_i0_length285.p1	Efra.gene19022_i0_length285.p1		2					
15	4.97	4.97	14.6699994802475	6.09499998390675	3.09900008141994	Efra.gene1853_i0_length2945.p1	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	i0_length2945.p1	2					
16	4.62	9.77	17.3800006508827	5.77600002288818	2.88800001144409	Efra.gene329_i3_length5301.p1	Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain] (Fragment)	Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain	4					
17	4.56	4.56	39.1099989414215	22.2800001502037	10.8900003135204	Efra.gene22328_i1_length673.p1	Calponin-3 (Calponin, acidic isoform)	i1_length673.p1	2					
17	0	2.42	41.9099986553192	27.2100001573563	10.2899998426437	Efra.gene35823_i0_length411.p1	Transgelin-2	i0_length411.p1	1					
18	4.41	4.41	21.5200006961823	21.5200006961823	17.9399996995926	cont|0014|TRYP_PIG	Trypsin 9-231 [Sus scrofa (contaminant)]	Sus scrofa (contaminant)	2					
19	4	17.06	36.2399995326996	27.7799993753433	27.7799993753433	Efra.gene10979_i3_length1134.p1	Actin, non-muscle 6.2	i3_length1134.p1	9					
19	0	16.31	37.9599988460541	26.1799991130829	26.1799991130829	Efra.gene12182_i0_length1149.p1	Actin, non-muscle 6.2	i0_length1149.p1	9					
19	0	13.06	36.3599985837936	32.6400011777878	32.6400011777878	Efra.gene14817_i1_length748.p1	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Cleaved into: Actin, cytoplasmic 2, N-terminally processed	7					
19	0	13.06	45.0199991464615	37.4399989843369	37.4399989843369	Efra.gene10979_i1_length633.p1	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Cleaved into: Actin, cytoplasmic 2, N-terminally processed	7					
