N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Gene Ontology	Gene Names	Pathway	Interactions	Protein Families	Subcellular Location	Function	Disease	Tissue Specificity	Keywords	Modifications	Natural Variants	Glycosylations	Propeptide	Signal Peptide	Initiator Methionine	Sequence Conflicts	Sequence Uncertainties	Alternative Sequence	Non-Standard Residues	Lipidations	Disulfide Bonds	Cross Links	Protein Existence	InterPro	Polymorphism	PTM	RNA Editing	Active Site	Binding Site	Entry	Entry Name	Entry Status	Sequence	Protein Names	Organism	Sequence Length	Features	Mass Spectrometry	Virus Hosts	Entry Information
1	13.7	13.7	48.1799989938736	43.8899993896484	43.8899993896484	Efra.gene16498_i0_length912.p1	Efra.gene16498_i0_length912.p1		10																																												
2	9.92	9.92	41.5800005197525	41.5800005197525	34.1600000858307	Efra.gene24458_i0_length609.p1	Myophilin	i0_length609.p1	7																																												
3	7.02	7.02	15.1700004935265	10.5700001120567	7.81600028276443	Efra.gene10049_i0_length1308.p1	Efra.gene10049_i0_length1308.p1		3																																												
4	6	6	58.8199973106384	58.8199973106384	58.8199973106384	Efra.gene29886_i0_length489.p1	Efra.gene29886_i0_length489.p1		10																																												
5	4.73	4.83	13.1999999284744	13.1999999284744	13.1999999284744	Efra.gene16536_i2_length909.p1	Efra.gene16536_i2_length909.p1		3																																												
6	4.34	4.36	48.1099992990494	48.1099992990494	46.2300002574921	Efra.gene50115_i0_length321.p1	Efra.gene50115_i0_length321.p1		5																																												
7	4.05	4.06	10.6600001454353	7.49299973249435	7.49299973249435	Efra.gene14059_i2_length1041.p1	Actin, cytoskeletal (M)	i2_length1041.p1	2																																												
7	0	4.06	9.97299998998642	7.00799971818924	7.00799971818924	Efra.gene12819_i0_length1113.p1	Actin, cytoplasmic [Cleaved into: Actin, cytoplasmic, intermediate form]	Cleaved into: Actin, cytoplasmic, intermediate form	2																																												
7	0	4.06	9.81400012969971	6.89700022339821	6.89700022339821	Efra.gene12442_i0_length1134.p1	Actin-1/2	i0_length1134.p1	2																																												
7	0	4.06	9.71100032329559	6.82400017976761	6.82400017976761	Efra.gene12280_i0_length1146.p1	Actin, clone 205	i0_length1146.p1	2																																												
7	0	4.06	9.68599990010262	6.8060003221035	6.8060003221035	Efra.gene12182_i0_length1149.p1	Actin, non-muscle 6.2	i0_length1149.p1	2																																												
7	0	4.06	9.78799983859062	6.87799975275993	6.87799975275993	Efra.gene10979_i3_length1134.p1	Actin, non-muscle 6.2	i3_length1134.p1	2																																												
7	0	4.06	9.02400016784668	6.34099990129471	6.34099990129471	Efra.gene10979_i0_length1233.p1	Actin, non-muscle 6.2	i0_length1233.p1	2																																												
8	4.03	4.03	27.8699994087219	27.8699994087219	27.8699994087219	Efra.gene26710_i0_length552.p1	Profilin	i0_length552.p1	3																																												
