N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Gene Ontology	Gene Names	Pathway	Interactions	Protein Families	Subcellular Location	Function	Disease	Tissue Specificity	Keywords	Modifications	Natural Variants	Glycosylations	Propeptide	Signal Peptide	Initiator Methionine	Sequence Conflicts	Sequence Uncertainties	Alternative Sequence	Non-Standard Residues	Lipidations	Disulfide Bonds	Cross Links	Protein Existence	InterPro	Polymorphism	PTM	RNA Editing	Active Site	Binding Site	Entry	Entry Name	Entry Status	Sequence	Protein Names	Organism	Sequence Length	Features	Mass Spectrometry	Virus Hosts	Entry Information
1	16.89	16.89	64.3599987030029	64.3599987030029	51.9800007343292	Efra.gene24458_i0_length609.p1	Myophilin	i0_length609.p1	11																																												
2	16.62	16.65	32.2800010442734	30.2599996328354	30.2599996328354	Efra.gene14059_i2_length1041.p1	Actin, cytoskeletal (M)	i2_length1041.p1	8																																												
3	16.03	16.27	47.2600013017654	47.2600013017654	29.789999127388	Efra.gene17127_i0_length880.p1	Tropomyosin	i0_length880.p1	8																																												
4	11.17	11.17	36.0199987888336	36.0199987888336	28.8100004196167	Efra.gene21131_i1_length711.p1	Cysteine and glycine-rich protein 3 (Cysteine-rich protein 3) (CRP3) (LIM domain protein, cardiac) (Muscle LIM protein)	i1_length711.p1	6																																												
5	10.21	10.26	39.2699986696243	33.0000013113022	29.0399998426437	Efra.gene16498_i0_length912.p1	Efra.gene16498_i0_length912.p1		7																																												
6	8.68	8.68	7.76600018143654	3.2880000770092	2.55100000649691	Efra.gene330_i0_length5295.p1	Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain] (Fragment)	Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain	4																																												
7	8.17	8.28	12.7100005745888	9.6330001950264	3.37600000202656	Efra.gene1749_i1_length3021.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length3021.p1	3																																												
8	7.8	7.85	14.4800007343292	11.0299997031689	11.0299997031689	Efra.gene10049_i0_length1308.p1	Efra.gene10049_i0_length1308.p1		4																																												
9	6.01	6.01	31.1300009489059	31.1300009489059	29.2499989271164	Efra.gene50115_i0_length321.p1	Efra.gene50115_i0_length321.p1		4																																												
10	6	6	18.3400005102158	18.3400005102158	18.3400005102158	Efra.gene27122_i0_length543.p1	Globin C, coelomic	i0_length543.p1	3																																												
11	5.55	5.59	15.5300006270409	15.1500001549721	15.1500001549721	Efra.gene19022_i1_length795.p1	Fucolectin-4	i1_length795.p1	3																																												
11	0	5.59	17.1499997377396	16.7400002479553	16.7400002479553	Efra.gene18564_i2_length720.p1	Pentraxin fusion protein	i2_length720.p1	3																																												
11	0	5.59	18.0600002408028	17.620000243187	17.620000243187	Efra.gene18564_i1_length813.p1	Pentraxin fusion protein	i1_length813.p1	3																																												
11	0	4	30.8499991893768	30.8499991893768	30.8499991893768	Efra.gene19022_i0_length285.p1	Efra.gene19022_i0_length285.p1		2																																												
