Accession	0.1	0.2	0.3	0.4	1.1	1.2	1.3	1.4	3.1	3.2	3.4	5.1	5.2	5.3	5.4	7.1	7.2	7.3	10.1	10.2	10.3	12.1	12.2	12.3
Efra.gene10049_i0_length1308.p1	0.0020850719632220017	0.01987630702618377	0.013890955738528622	0.00710627848004334			0.004960951270793836	0.00893126760702279	0.0029220727154789317	0.012698094050489009	0.002908815881124493	0.002280559176889194		0.0073448063346604675	0.003669024136065002	0.0015825396706509395	0.007872867773648812		0.0013873544373040753	0.005983622306123616	0.0046261896710416035		0.005740095188735307	0.002223158606026576
Efra.gene10189_i0_length1293.p1									0.0020801835480993426			0.0016392391390797787		0.0035087107780887696		0.0024014119420924145	0.0011681138696716144	0.0038289143306966845	0.003137205040853128	0.0015989583082182018	0.002023776248299784		0.0017948416034121602	0.004702473964756002
Efra.gene10803_i4_length1062.p1																						0.011243729640735986	0.002057742081565683	
Efra.gene10979_i0_length1233.p1						0.02954044855897584			0.026294694991186432		0.01851709621886568	0.02279534535410489	0.02169041486375763	0.028573088058008404	0.020631549135848446	0.033673999617977006	0.026395229369896724	0.02715371765764687	0.01584510042777488	0.025633474481226298	0.027990429726865763	0.07385921698419506	0.04484528912973138	0.02776853263281421
Efra.gene10979_i3_length1134.p1																					0.024748427798322092			
Efra.gene110165_i0_length213.p1		0.0174377012901982	0.057005337228867456		0.02940195054600471	0.026251708965710552										0.011473412612219312								
Efra.gene11166_i2_length1221.p1												0.0006430148055138705									0.0014735932349842946			
Efra.gene113616_i0_length210.p1					0.03102118840216149																			
Efra.gene1160_i1_length3549.p1												0.0002427476011348221												
Efra.gene11716_i0_length1179.p1					0.0025137545504981124				0.001677073116319545					0.0011291315930086596		0.002140925169370864			0.0009936373271216884	0.000999712210154601	0.001383943681248262	0.0018702462365374625		
Efra.gene11803_i0_length1173.p1																0.000978125542388688								
Efra.gene12082_i0_length1156.p1									0.0013450810912522065							0.003168847292898667	0.004044404644863018		0.0010142843365164248	0.0037885522364108823	0.0018647652573619438	0.004200038691195559		
Efra.gene12182_i0_length1149.p1							0.021749615551732923			0.03855965732609227		0.0242611842719147						0.0301702411921388						
Efra.gene12280_i0_length1146.p1																0.02368963583975291		0.02191540204652602						
Efra.gene12442_i0_length1134.p1						0.03079685655128571	0.028048455261795918		0.022602357329131906	0.04832473039457355		0.024167464151852086	0.03381646360295355	0.031898117254695296				0.02557929505501423	0.013653827606951873	0.021103341369927992			0.032393404316848895	0.04034333274572702
Efra.gene12565_i0_length1128.p1																							0.0016948935611829342	
Efra.gene12660_i0_length1122.p1												0.0006999035148488778		0.000951739873570838						0.00144830961276754				
Efra.gene12747_i0_length1116.p1	0.0031781892053963394	0.0030159546256632104	0.023662592811982717	0.003570925458781886				0.01374446253203389		0.0020896281881922613	0.001974561496833693				0.0021509777617092665					0.0014561172117582009	0.002638818760417845			
Efra.gene1287_i0_length3423.p1	0.001591239129827317							0.0014909928653171266							0.001120017894167211									
Efra.gene12899_i0_length1107.p1														0.0014470066827795757						0.0012010808720505515				
Efra.gene13656_i0_length1062.p1						0.0016563658760234575			0.007735168881705325			0.002440541746253495		0.0080453025006668	0.003918476201973104	0.004116994138473408	0.003621965230709822	0.004553066211397717	0.010358342870089833	0.004173727676247431	0.0016948409444861859	0.008745123053905767	0.0037296575228378003	
Efra.gene13900_i0_length1047.p1					0.004246012342460279		0.006492591670301102		0.007958717631621223			0.012492174740243967	0.003563856811325317	0.006993174608275695		0.004383347702853605	0.003925154706632932	0.003931311275548172	0.006611738869842024	0.0012664692289816703	0.0026493202677420166	0.004212073186012738	0.002081326518030619	0.004408386269439257
Efra.gene13951_i0_length1044.p1												0.000601876682509813							0.001636885384579821					
Efra.gene14059_i2_length1041.p1		0.008207947773484261	0.0114996357522211	0.013680829453397558	0.02087792684304196	0.03490370002645561	0.024254333806633267	0.00956347008713085	0.03242536982226141	0.039656265205455586	0.01708096569660773	0.022645610179431716	0.02813752251627494	0.03913173115620617	0.023457435290663423	0.049266238594255836	0.028424002152239863	0.04564011235958749	0.021074899326465196	0.04401578727007413	0.03667729937030336	0.06862887429129341	0.08373290545160646	0.04319782968626567
Efra.gene14246_i0_length1029.p1		0.011004787120276152	0.003667009997178608																					
Efra.gene14418_i2_length1020.p1											0.004911251778796594	0.004312561834266477	0.0033020867977500944	0.0058904696821115475	0.005806582445424406	0.0033844874962298856	0.003232752784931902	0.0028909136855590225	0.01225219574641522		0.0049736241500435326		0.0013392016128183739	0.003630741729874456
Efra.gene14605_i0_length1011.p1					0.013475894000252158									0.025092933348201372				0.0361673951446902	0.013840755008713714		0.026870749368236344			
Efra.gene14678_i0_length1005.p1	0.014019971260592104							0.009702540322298022																
Efra.gene15113_i1_length981.p1								0.0029793722462077557																
Efra.gene15574_i0_length957.p1	0.00998277378618081							0.00509054167853107											0.0008930805478760973					
Efra.gene16475_i0_length912.p1															0.0015802232665230453									
Efra.gene16498_i0_length912.p1	0.10776312522790939	0.09332719117361302	0.05493583653739042	0.08416718447279055	0.08667268061944358	0.05430709070464274	0.0630310962202593	0.1568038041195843	0.07100518829894074	0.053090693728551394	0.14857849539751058	0.026364880322713273	0.035507422887357865	0.03558776831707392	0.13642594200982291	0.03243858131287528	0.03330508881934999	0.015654440721840995	0.030344843269047496	0.03338890309805948	0.02118118952944122	0.037356779778125515	0.030865282319986247	0.01944013128492186
Efra.gene16536_i2_length909.p1	0.0029934201452197053	0.006042767773831058	0.016932278384812115		0.0032604143179727997	0.0016540230671464795	0.0032049709942504733		0.0017090964360795366	0.0025585876495687423	0.0019781160629846087	0.0018955142715676209	0.004104904380041371	0.0021967758220416004	0.0024581250812580704	0.0022719628935087745	0.0018084211123628956		0.0019917464693969397	0.0014587384848666763	0.0025130224865438735		0.0016481461433002366	0.0029015121320778887
Efra.gene16539_i1_length909.p1					0.0057246181857784												0.00378001929529496	0.0027258827188734675	0.0016456931287849278	0.002114043742417159	0.0021611517883333787	0.002920556705798236	0.0015032759826007576	
Efra.gene16539_i3_length783.p1					0.004432909466936095																			
Efra.gene16603_i1_length906.p1								0.002689023677363589																
Efra.gene17074_i1_length884.p1						0.0017584876819136256						0.0008244126664377834							0.0012456123430903462					
Efra.gene17127_i0_length880.p1					0.025092349575562924	0.02889159128075554	0.05136368468982009	0.0058209995426764536	0.06561876761947837	0.05276758441492863	0.02371932776893873	0.06303086567884766	0.06325418665484642	0.0723371194660767	0.0322484604288042	0.07845404286209323	0.05645277583721193	0.06349990914223734	0.08169851916050107	0.07147985098504804	0.0433994311466514	0.055880651764708036	0.04726464431870217	0.05013008092714503
Efra.gene17127_i6_length777.p1												0.0631410631349248												
Efra.gene17231_i0_length876.p1																			0.0010979366529301506					
Efra.gene17278_i0_length873.p1												0.0012237375517435848					0.0021404359259607707	0.005053226781304498	0.0013867168663310495		0.002337026771107905			0.0030907904625689076
Efra.gene1749_i1_length3021.p1					0.008584084866460163	0.004479166736949801			0.012809660044795095	0.006158904133619296	0.015144603250834495	0.013869835740384093	0.013030727494001242	0.013792785315233586	0.019019171787745096	0.017470274086795377	0.009885257212513961	0.012495981582873775	0.025593808332554473	0.005803567643036274	0.015177065794566963	0.014597949770788932	0.009918337267526745	0.011393261367483401
Efra.gene1749_i7_length714.p1												0.015795469575446607		0.0177126588340245					0.032665922014278974				0.012208116887272033	
Efra.gene1757_i1_length3015.p1														0.0004856951120971578		0.001179687532267989		0.002028299560160575		0.0012705297715621532				0.0006998274037966968
Efra.gene17580_i1_length858.p1					0.017462976687930072													0.005197074375629969	0.008068170858653379					
Efra.gene17870_i0_length846.p1																			0.0013896778276114717					
Efra.gene18044_i0_length837.p1														0.0031809943803039658				0.005901194129747578						
Efra.gene18178_i0_length831.p1						0.0060527655718041464	0.005864167942378583		0.003582009427791203		0.008686509667888934	0.005486127768203124	0.0036051768902972047	0.00466257708895641	0.002891350542007746	0.007621228184445195		0.009800197394045087	0.0055307895886131135	0.006583702557906727	0.0043353540101711855			
Efra.gene18440_i0_length819.p1												0.002207526563929604									0.0017996355884467288	0.0029724538531439157		
Efra.gene18480_i1_length818.p1	0.007674668726167138			0.009766252224290332				0.008405267471513034							0.00429699172858382									
Efra.gene1853_i0_length2945.p1						0.00224352509004476	0.004235770893916431		0.002723511300469344	0.0026028607313148956	0.0007567792513691117	0.004773587805148529	0.003212257301530309	0.007609740378584601	0.001593827116957989	0.007822781326513168	0.0052832798613246575	0.007896853272061122	0.004254126452744509	0.007660888647624546	0.003371218182214258	0.0025816353525427247	0.00539346847889714	0.004722750532336697
Efra.gene18564_i2_length720.p1		0.004681670151134105	0.008586577992632755		0.022734227869881465	0.012931138497753961	0.03611738582084215	0.006773189346330043	0.01359150977143966	0.015813195740038612	0.013653690928466985	0.013326280061386206	0.016653202037188758	0.018381222966187414	0.019365999780945605	0.017282127784096036	0.015284563376456272	0.01902632464785322	0.018863991112198778	0.011096178098274552	0.021163915316294028	0.02152739496533288	0.013866620214400128	0.00956406383954377
Efra.gene18573_i0_length813.p1																			0.004733326903743316					
Efra.gene18607_i0_length813.p1		0.008288290119415193																						
Efra.gene19022_i1_length795.p1				0.008363720613687372																				
Efra.gene19055_i1_length792.p1			0.005202007960048742					0.004308572538558997			0.004557940434101418	0.0008933749427177501			0.006473107221042437	0.001890422863863765								
Efra.gene19055_i3_length734.p1				0.005520055605033666																				
Efra.gene19206_i0_length786.p1												0.0010002452530215762												0.0018526321716888132
Efra.gene19494_i1_length774.p1							0.00755724678021707																	
Efra.gene19562_i0_length771.p1						0.002772719166502812																		
Efra.gene19598_i0_length771.p1												0.0027534094914230655		0.0026000901331195503			0.0014269572839738472		0.004437493972259359			0.0040195682786832495		
Efra.gene19920_i0_length759.p1															0.004794926392411129									
Efra.gene20233_i0_length744.p1	0.005485925225815952		0.005976365999800621		0.03684728318426719	0.03300709741656422	0.014357753123436595	0.00424280227803376	0.019552489249855667	0.0058612806790775875	0.0037594840229304254	0.011368916609746852	0.00902747922933292	0.03435473930728283	0.016518005838373286	0.031459357162536825	0.02135832837947952		0.028199558468873988	0.025743597185886372	0.013597246668264173	0.005631100261381142	0.029655755714822363	0.015066218742271377
Efra.gene20233_i3_length579.p1				0.009724450288660343																				
Efra.gene2026_i0_length2352.p1									0.0007816243889141175			0.00043343960964268305			0.0006115040226775003							0.0010325765620116795		
Efra.gene21131_i1_length711.p1	0.014988663498331042	0.011637448954263628	0.015459074502743716		0.027209262708675547	0.06795511719937401	0.035204886189669396	0.003429644605451018	0.0398964730456163	0.04106207933365089	0.02285729874474164	0.030420594506620185	0.06825012310010735	0.044374871605240326	0.013751067154023279	0.05558447070609073	0.052434633756869506	0.042356785347144016	0.030084704896673614	0.047654184204069715	0.035952042038122224	0.03550456435989466	0.05097761732522823	0.022351479051345772
Efra.gene21137_i1_length711.p1					0.006976734027865524		0.00777250734057636					0.003982332371775733		0.001692262052742216	0.008115383894177675	0.005509830915472551	0.005611086269185298	0.007973041947697697	0.006167364503818092	0.006034809353353807	0.005992007006353703		0.005578682650685353	0.008195542318826785
Efra.gene21360_i0_length705.p1												0.0021197505169803406												
Efra.gene21462_i0_length701.p1						0.0046404536050498445						0.005559696531378262					0.0033824172657157857	0.008166831161704238	0.002793977686237374	0.00841250882399193				
Efra.gene22028_i0_length681.p1							0.0033273340571733988								0.001874919822834979	0.006907634612349365	0.0050289243488065094		0.004691623583005489				0.004799887366471494	
Efra.gene22225_i1_length309.p1			0.010059765393329551			0.007370132196255637		0.01110935860432369	0.005538569199273792		0.00914070625183084	0.00614268261267368			0.0062589235262285325		0.005819747354246278		0.0041764649150676314	0.006259227551078255				
Efra.gene22328_i1_length673.p1					0.005705725056452399	0.007029598035372538			0.00862316838203766	0.011993379607353478	0.0032968601049743478	0.014087117427332091	0.014469787939645835	0.013839687678862081	0.005267410888410151	0.004922586269269012	0.01966657959694649	0.010091292366145435	0.01247770582298671	0.013128646363800088	0.013731872872900452	0.008732753714367002	0.008315646450287557	0.011098283905197926
Efra.gene23221_i0_length645.p1									0.008359616127875863									0.009159062985088865	0.0069672802555100204	0.010097560477799859				
