N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
1	27.94	27.94	31.479999423027	22.9399994015694	15.6900003552437	Efra.gene1749_i1_length3021.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length3021.p1	13					
2	21.46	21.46	21.4599996805191	11.6099998354912	8.88999998569489	Efra.gene329_i3_length5301.p1	Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain] (Fragment)	Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain	11					
3	19.85	19.85	51.1900007724762	33.6899995803833	31.029999256134	Efra.gene12442_i0_length1134.p1	Actin-1/2	i0_length1134.p1	14					
4	19.03	19.03	55.1400005817413	47.9499995708466	37.6700013875961	Efra.gene17127_i0_length880.p1	Tropomyosin	i0_length880.p1	13					
5	18.04	18.04	62.3799979686737	52.9699981212616	52.9699981212616	Efra.gene24458_i0_length609.p1	Myophilin	i0_length609.p1	21					
6	15.3	15.3	24.1699993610382	13.6399999260902	11.3600000739098	Efra.gene1853_i0_length2945.p1	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	i0_length2945.p1	7					
7	11.4	13.97	17.0000001788139	8.57599973678589	6.93499967455864	Efra.gene813_i1_length4026.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length4026.p1	7					
8	9.74	9.74	45.8999991416931	45.8999991416931	45.8999991416931	Efra.gene26710_i0_length552.p1	Profilin	i0_length552.p1	5					
9	8.66	8.66	44.4900006055832	36.8600010871887	18.2199999690056	Efra.gene21131_i1_length711.p1	Cysteine and glycine-rich protein 3 (Cysteine-rich protein 3) (CRP3) (LIM domain protein, cardiac) (Muscle LIM protein)	i1_length711.p1	4					
9	0	6.31	43.5400009155273	34.9299997091293	13.8799995183945	Efra.gene23746_i0_length630.p1	Cysteine and glycine-rich protein 2 (Cysteine-rich protein 2) (CRP2) (Double LIM protein 1) (DLP-1)	i0_length630.p1	3					
10	8.29	8.29	58.8199973106384	58.8199973106384	56.8599998950958	Efra.gene29886_i0_length489.p1	Efra.gene29886_i0_length489.p1		15					
11	6.99	6.99	25.8100003004074	25.8100003004074	25.8100003004074	Efra.gene26421_i0_length561.p1	Globin C, coelomic	i0_length561.p1	4					
11	0	6.99	22.6400002837181	22.6400002837181	22.6400002837181	Efra.gene23511_i1_length639.p1	Globin-1 (Globin I)	i1_length639.p1	4					
