N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Gene Ontology	Gene Names	Pathway	Interactions	Protein Families	Subcellular Location	Function	Disease	Tissue Specificity	Keywords	Modifications	Natural Variants	Glycosylations	Propeptide	Signal Peptide	Initiator Methionine	Sequence Conflicts	Sequence Uncertainties	Alternative Sequence	Non-Standard Residues	Lipidations	Disulfide Bonds	Cross Links	Protein Existence	InterPro	Polymorphism	PTM	RNA Editing	Active Site	Binding Site	Entry	Entry Name	Entry Status	Sequence	Protein Names	Organism	Sequence Length	Features	Mass Spectrometry	Virus Hosts	Entry Information
1	56.53	56.53	37.4399989843369	36.4399999380112	33.8600009679794	Efra.gene1749_i1_length3021.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length3021.p1	37																																												
2	40.22	40.22	69.1799998283386	61.9899988174438	56.5100014209747	Efra.gene17127_i0_length880.p1	Tropomyosin	i0_length880.p1	36																																												
3	23.96	23.96	79.6999990940094	79.6999990940094	79.6999990940094	Efra.gene24458_i0_length609.p1	Myophilin	i0_length609.p1	27																																												
4	18.11	22.11	13.7199997901917	13.120000064373	11.6300001740456	Efra.gene813_i1_length4026.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length4026.p1	13																																												
5	16.69	16.69	48.6999988555908	46.399998664856	37.7499997615814	Efra.gene14059_i2_length1041.p1	Actin, cytoskeletal (M)	i2_length1041.p1	11																																												
6	15.92	15.98	10.700000077486	8.77700001001358	6.0589998960495	Efra.gene329_i3_length5301.p1	Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain] (Fragment)	Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain	8																																												
7	15.41	15.46	13.9500007033348	13.9500007033348	12.5	Efra.gene1853_i0_length2945.p1	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	i0_length2945.p1	8																																												
8	12.67	12.67	47.8799998760223	40.2500003576279	36.0199987888336	Efra.gene21131_i1_length711.p1	Cysteine and glycine-rich protein 3 (Cysteine-rich protein 3) (CRP3) (LIM domain protein, cardiac) (Muscle LIM protein)	i1_length711.p1	11																																												
9	11.92	11.92	32.9499989748001	32.9499989748001	32.9499989748001	Efra.gene19022_i1_length795.p1	Fucolectin-4	i1_length795.p1	7																																												
9	0	11.92	36.3999992609024	36.3999992609024	36.3999992609024	Efra.gene18564_i2_length720.p1	Pentraxin fusion protein	i2_length720.p1	7																																												
10	10.86	10.88	30.3799986839294	25.9600013494492	21.8299999833107	Efra.gene14418_i2_length1020.p1	Major yolk protein (MYP) (Vitellogenin)	i2_length1020.p1	6																																												
11	9.73	9.75	6.89499974250793	5.09800016880035	3.47599983215332	Efra.gene349_i0_length5181.p1	Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3b alpha' chain; Complement C3f fragment]	Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3b alpha chain; Complement C3f fragment	5																																												
12	9.23	9.24	39.9300009012222	39.9300009012222	31.3499987125397	Efra.gene16498_i0_length912.p1	Efra.gene16498_i0_length912.p1		10																																												
13	8.22	8.24	38.6099994182587	38.6099994182587	31.6799998283386	Efra.gene22328_i1_length673.p1	Calponin-3 (Calponin, acidic isoform)	i1_length673.p1	4																																												
14	8	8	45.8999991416931	45.8999991416931	45.8999991416931	Efra.gene26710_i0_length552.p1	Profilin	i0_length552.p1	6																																												
