N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Gene Ontology	Gene Names	Pathway	Interactions	Protein Families	Subcellular Location	Function	Disease	Tissue Specificity	Keywords	Modifications	Natural Variants	Glycosylations	Propeptide	Signal Peptide	Initiator Methionine	Sequence Conflicts	Sequence Uncertainties	Alternative Sequence	Non-Standard Residues	Lipidations	Disulfide Bonds	Cross Links	Protein Existence	InterPro	Polymorphism	PTM	RNA Editing	Active Site	Binding Site	Entry	Entry Name	Entry Status	Sequence	Protein Names	Organism	Sequence Length	Features	Mass Spectrometry	Virus Hosts	Entry Information
1	18	18	41.5800005197525	41.5800005197525	41.5800005197525	Efra.gene16498_i0_length912.p1	Efra.gene16498_i0_length912.p1		15																																												
2	10	10	51.8199980258942	51.8199980258942	51.8199980258942	Efra.gene47379_i0_length333.p1	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain	6																																												
3	10	10	33.1699997186661	33.1699997186661	33.1699997186661	Efra.gene24458_i0_length609.p1	Myophilin	i0_length609.p1	6																																												
4	8	8	31.1300009489059	29.2499989271164	29.2499989271164	Efra.gene50115_i0_length321.p1	Efra.gene50115_i0_length321.p1		4																																												
5	6.01	6.01	42.1600013971329	42.1600013971329	42.1600013971329	Efra.gene29886_i0_length489.p1	Efra.gene29886_i0_length489.p1		13																																												
6	6	6	10.6600001454353	10.6600001454353	10.6600001454353	Efra.gene14059_i2_length1041.p1	Actin, cytoskeletal (M)	i2_length1041.p1	3																																												
6	0	6	9.97299998998642	9.97299998998642	9.97299998998642	Efra.gene12819_i0_length1113.p1	Actin, cytoplasmic [Cleaved into: Actin, cytoplasmic, intermediate form]	Cleaved into: Actin, cytoplasmic, intermediate form	3																																												
6	0	6	9.81400012969971	9.81400012969971	9.81400012969971	Efra.gene12442_i0_length1134.p1	Actin-1/2	i0_length1134.p1	3																																												
6	0	6	9.71100032329559	9.71100032329559	9.71100032329559	Efra.gene12280_i0_length1146.p1	Actin, clone 205	i0_length1146.p1	3																																												
6	0	6	9.68599990010262	9.68599990010262	9.68599990010262	Efra.gene12182_i0_length1149.p1	Actin, non-muscle 6.2	i0_length1149.p1	3																																												
6	0	6	9.78799983859062	9.78799983859062	9.78799983859062	Efra.gene10979_i3_length1134.p1	Actin, non-muscle 6.2	i3_length1134.p1	3																																												
6	0	6	9.02400016784668	9.02400016784668	9.02400016784668	Efra.gene10979_i0_length1233.p1	Actin, non-muscle 6.2	i0_length1233.p1	3																																												
6	0	4	21.2099999189377	21.2099999189377	21.2099999189377	Efra.gene56636_i1_length297.p1	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	Cleaved into: Actin, cytoplasmic 1, N-terminally processed	2																																												
6	0	4	16.0300001502037	16.0300001502037	16.0300001502037	Efra.gene37608_i0_length393.p1	Actin, cytoplasmic [Cleaved into: Actin, cytoplasmic, N-terminally processed]	Cleaved into: Actin, cytoplasmic, N-terminally processed	2																																												
6	0	4	8.6779996752739	8.6779996752739	8.6779996752739	Efra.gene14817_i1_length748.p1	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Cleaved into: Actin, cytoplasmic 2, N-terminally processed	2																																												
6	0	4	6.25	6.25	6.25	Efra.gene14605_i0_length1011.p1	Actin-4	i0_length1011.p1	2																																												
6	0	4	9.09100025892258	9.09100025892258	9.09100025892258	Efra.gene14059_i1_length735.p1	Actin, cytoskeletal (M)	i1_length735.p1	2																																												
6	0	4	12.5699996948242	12.5699996948242	12.5699996948242	Efra.gene10979_i2_length504.p1	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Cleaved into: Actin, cytoplasmic 2, N-terminally processed	2																																												
6	0	4	9.95299965143204	9.95299965143204	9.95299965143204	Efra.gene10979_i1_length633.p1	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Cleaved into: Actin, cytoplasmic 2, N-terminally processed	2																																												
7	6	6	7.81600028276443	7.81600028276443	7.81600028276443	Efra.gene10049_i0_length1308.p1	Efra.gene10049_i0_length1308.p1		3																																												
