N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Gene Ontology	Gene Names	Pathway	Interactions	Protein Families	Subcellular Location	Function	Disease	Tissue Specificity	Keywords	Modifications	Natural Variants	Glycosylations	Propeptide	Signal Peptide	Initiator Methionine	Sequence Conflicts	Sequence Uncertainties	Alternative Sequence	Non-Standard Residues	Lipidations	Disulfide Bonds	Cross Links	Protein Existence	InterPro	Polymorphism	PTM	RNA Editing	Active Site	Binding Site	Entry	Entry Name	Entry Status	Sequence	Protein Names	Organism	Sequence Length	Features	Mass Spectrometry	Virus Hosts	Entry Information
1	26	26	23.4400004148483	19.8599994182587	13.7999996542931	Efra.gene1749_i1_length3021.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length3021.p1	11																																												
2	22.32	22.32	53.4699976444244	49.1699993610382	49.1699993610382	Efra.gene16498_i0_length912.p1	Efra.gene16498_i0_length912.p1		31																																												
3	21.23	21.36	79.2100012302399	71.780002117157	71.780002117157	Efra.gene24458_i0_length609.p1	Myophilin	i0_length609.p1	18																																												
4	12.42	14.42	11.1100003123283	9.84300002455711	8.79900008440018	Efra.gene813_i1_length4026.p1	Major yolk protein (MYP) (Vitellogenin)	i1_length4026.p1	9																																												
5	11.3	11.34	21.9899997115135	19.1100001335144	19.1100001335144	Efra.gene12182_i0_length1149.p1	Actin, non-muscle 6.2	i0_length1149.p1	6																																												
5	0	11.18	18.0500000715256	17.8000003099442	17.8000003099442	Efra.gene10979_i0_length1233.p1	Actin, non-muscle 6.2	i0_length1233.p1	6																																												
5	0	9.23	18.520000576973	15.8700004220009	15.8700004220009	Efra.gene10979_i3_length1134.p1	Actin, non-muscle 6.2	i3_length1134.p1	5																																												
6	8.87	8.87	20.7900002598763	20.7900002598763	14.6500006318092	Efra.gene7751_i0_length1518.p1	Efra.gene7751_i0_length1518.p1		4																																												
7	8.56	8.58	27.7399986982346	22.9499995708466	14.7300004959106	Efra.gene17127_i0_length880.p1	Tropomyosin	i0_length880.p1	4																																												
7	0	8.56	25.9700000286102	25.9700000286102	16.6700005531311	Efra.gene17127_i6_length777.p1	Tropomyosin	i6_length777.p1	4																																												
7	0	8	26.8799990415573	26.8799990415573	26.8799990415573	Efra.gene30370_i0_length483.p1	Tropomyosin	i0_length483.p1	4																																												
7	0	8	29.449999332428	29.449999332428	29.449999332428	Efra.gene17127_i5_length441.p1	Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3)	i5_length441.p1	4																																												
8	8.02	8.02	45.8999991416931	36.0700011253357	36.0700011253357	Efra.gene26710_i0_length552.p1	Profilin	i0_length552.p1	4																																												
9	8.01	8.02	30.6499987840652	25.8100003004074	25.8100003004074	Efra.gene26421_i0_length561.p1	Globin C, coelomic	i0_length561.p1	5																																												
9	0	8	22.6400002837181	22.6400002837181	22.6400002837181	Efra.gene23511_i1_length639.p1	Globin-1 (Globin I)	i1_length639.p1	5																																												
