N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Gene Ontology	Gene Names	Pathway	Interactions	Protein Families	Subcellular Location	Function	Disease	Tissue Specificity	Keywords	Modifications	Natural Variants	Glycosylations	Propeptide	Signal Peptide	Initiator Methionine	Sequence Conflicts	Sequence Uncertainties	Alternative Sequence	Non-Standard Residues	Lipidations	Disulfide Bonds	Cross Links	Protein Existence	InterPro	Polymorphism	PTM	RNA Editing	Active Site	Binding Site	Entry	Entry Name	Entry Status	Sequence	Protein Names	Organism	Sequence Length	Features	Mass Spectrometry	Virus Hosts	Entry Information
1	24.28	24.28	34.4700008630753	31.8300008773804	30.120000243187	cont|0010|KER	keratin 1 (epidermolytic hyperkeratosis) [Homo sapiens (contaminant)]	Homo sapiens (contaminant)	12																																												
1	0	24.28	34.4700008630753	31.8300008773804	30.120000243187	cont|0009|KER	keratin 1 [Homo sapiens (contaminant)]	Homo sapiens (contaminant)	12																																												
2	24	24	52.810001373291	49.1699993610382	49.1699993610382	Efra.gene16498_i0_length912.p1	Efra.gene16498_i0_length912.p1		27																																												
3	15.43	15.43	17.1499997377396	17.1499997377396	16.0300001502037	cont|0011|KER	keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris) [Homo sapiens (contaminant)]	Homo sapiens (contaminant)	8																																												
3	0	15.43	18.3200001716614	18.3200001716614	17.1200007200241	cont|0004|KER	Keratin 10 [Homo sapiens (contaminant)]	Homo sapiens (contaminant)	8																																												
3	0	13.36	13.4900003671646	13.4900003671646	12.3099997639656	cont|0008|KER	keratin 10, type I, cytoskeletal - human [Homo sapiens (contaminant)]	Homo sapiens (contaminant)	7																																												
3	0	13.36	13.4900003671646	13.4900003671646	12.3099997639656	cont|0001|KER	Keratin, type I cytoskeletal 10 (Cytokeratin 10) (K10) (CK 10) [Homo sapiens (contaminant)]	Homo sapiens (contaminant)	7																																												
4	12	12	39.1099989414215	39.1099989414215	39.1099989414215	Efra.gene24458_i0_length609.p1	Myophilin	i0_length609.p1	7																																												
5	6.7	6.7	14.020000398159	14.020000398159	7.81600028276443	Efra.gene10049_i0_length1308.p1	Efra.gene10049_i0_length1308.p1		3																																												
6	6.02	6.02	48.7199991941452	48.7199991941452	48.7199991941452	Efra.gene42958_i0_length354.p1	Tenascin-R (TN-R) (Restrictin)	i0_length354.p1	5																																												
7	6	6	10.6600001454353	10.6600001454353	10.6600001454353	Efra.gene14059_i2_length1041.p1	Actin, cytoskeletal (M)	i2_length1041.p1	3																																												
7	0	6	9.97299998998642	9.97299998998642	9.97299998998642	Efra.gene12819_i0_length1113.p1	Actin, cytoplasmic [Cleaved into: Actin, cytoplasmic, intermediate form]	Cleaved into: Actin, cytoplasmic, intermediate form	3																																												
7	0	6	9.81400012969971	9.81400012969971	9.81400012969971	Efra.gene12442_i0_length1134.p1	Actin-1/2	i0_length1134.p1	3																																												
7	0	6	9.71100032329559	9.71100032329559	9.71100032329559	Efra.gene12280_i0_length1146.p1	Actin, clone 205	i0_length1146.p1	3																																												
7	0	6	9.68599990010262	9.68599990010262	9.68599990010262	Efra.gene12182_i0_length1149.p1	Actin, non-muscle 6.2	i0_length1149.p1	3																																												
7	0	6	9.78799983859062	9.78799983859062	9.78799983859062	Efra.gene10979_i3_length1134.p1	Actin, non-muscle 6.2	i3_length1134.p1	3																																												
7	0	6	9.02400016784668	9.02400016784668	9.02400016784668	Efra.gene10979_i0_length1233.p1	Actin, non-muscle 6.2	i0_length1233.p1	3																																												
7	0	4	21.2099999189377	21.2099999189377	21.2099999189377	Efra.gene56636_i1_length297.p1	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	Cleaved into: Actin, cytoplasmic 1, N-terminally processed	2																																												
7	0	4	16.0300001502037	16.0300001502037	16.0300001502037	Efra.gene37608_i0_length393.p1	Actin, cytoplasmic [Cleaved into: Actin, cytoplasmic, N-terminally processed]	Cleaved into: Actin, cytoplasmic, N-terminally processed	2																																												
7	0	4	8.6779996752739	8.6779996752739	8.6779996752739	Efra.gene14817_i1_length748.p1	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Cleaved into: Actin, cytoplasmic 2, N-terminally processed	2																																												
7	0	4	6.25	6.25	6.25	Efra.gene14605_i0_length1011.p1	Actin-4	i0_length1011.p1	2																																												
7	0	4	9.09100025892258	9.09100025892258	9.09100025892258	Efra.gene14059_i1_length735.p1	Actin, cytoskeletal (M)	i1_length735.p1	2																																												
7	0	4	12.5699996948242	12.5699996948242	12.5699996948242	Efra.gene10979_i2_length504.p1	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Cleaved into: Actin, cytoplasmic 2, N-terminally processed	2																																												
7	0	4	9.95299965143204	9.95299965143204	9.95299965143204	Efra.gene10979_i1_length633.p1	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Cleaved into: Actin, cytoplasmic 2, N-terminally processed	2																																												
8	5.47	5.51	39.8900002241135	39.8900002241135	39.8900002241135	Efra.gene26710_i0_length552.p1	Profilin	i0_length552.p1	4																																												
9	5.29	5.35	58.8199973106384	58.8199973106384	58.8199973106384	Efra.gene29886_i0_length489.p1	Efra.gene29886_i0_length489.p1		13																																												
10	4.01	4.01	31.1300009489059	31.1300009489059	31.1300009489059	Efra.gene50115_i0_length321.p1	Efra.gene50115_i0_length321.p1		5																																												
11	4	4	1.75700001418591	1.19000002741814	1.19000002741814	Efra.gene330_i0_length5295.p1	Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain] (Fragment)	Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain	3																																												
12	4	4	17.9399996995926	17.9399996995926	17.9399996995926	cont|0014|TRYP_PIG	Trypsin 9-231 [Sus scrofa (contaminant)]	Sus scrofa (contaminant)	2																																												
13	4	4	20.5599993467331	20.5599993467331	20.5599993467331	Efra.gene49354_i0_length324.p1	Protocadherin Fat 3 (hFat3) (Cadherin family member 15) (FAT tumor suppressor homolog 3)	i0_length324.p1	2																																												
13	0	2	6.39500021934509	6.39500021934509	6.39500021934509	Efra.gene28361_i0_length519.p1	Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form]	Cleaved into: Protocadherin Fat 1, nuclear form	1																																												
